framenr,roinr,mx,my,count
1683,11,26,17,2
1683,7,12,50,5
1683,9,21,3,0
1683,10,30,1,2
1683,8,21,13,2
1683,6,10,39,3
1683,4,9,12,1
1683,3,8,46,5
1683,5,9,50,5
1683,13,50,24,1
1683,14,1,5,3
1683,15,1,8,3
1683,12,37,10,0
1683,1,3,38,2
908,7,14,49,1
908,4,10,13,2
908,2,1,11,2
908,3,9,43,2
908,0,26,1,0
908,5,15,28,2
908,6,15,34,3
908,1,1,4,2
845,2,2,10,2
845,0,28,47,0
845,16,16,17,3
845,11,30,22,2
845,7,20,19,5
845,9,25,20,4
845,10,30,1,1
845,8,24,26,2
845,6,19,11,3
845,4,7,50,1
845,3,3,16,1
845,5,5,2,1
845,13,35,13,1
845,14,44,20,2
845,15,10,38,1
845,12,35,2,1
845,1,1,5,2
733,2,2,10,4
733,0,32,46,0
733,11,35,24,3
733,7,20,25,3
733,9,25,21,5
733,10,33,18,2
733,8,20,30,1
733,6,20,19,5
733,4,10,43,4
733,3,8,50,3
733,5,11,37,3
733,13,50,26,1
733,14,1,3,3
733,12,41,18,2
733,1,1,6,4
1705,18,36,18,1
1705,2,10,50,3
1705,0,1,2,0
1705,16,47,24,1
1705,11,28,6,3
1705,7,16,26,1
1705,9,24,1,1
1705,10,23,12,4
1705,17,50,23,1
1705,8,21,17,4
1705,6,16,15,3
1705,4,14,30,2
1705,3,11,35,2
1705,5,14,42,3
1705,13,29,1,1
1705,14,29,18,3
1705,15,30,14,3
1705,12,26,1,1
1705,1,9,43,3
107,7,50,23,2
107,4,26,20,7
107,2,15,29,6
107,3,20,24,7
107,0,1,1,0
107,5,31,18,4
107,6,45,20,1
107,1,8,50,1
2433,2,1,5,1
2433,0,29,46,0
2433,16,9,50,2
2433,11,27,19,1
2433,7,19,25,0
2433,9,24,12,2
2433,10,30,3,2
2433,8,22,16,3
2433,6,16,15,2
2433,4,11,37,2
2433,3,7,47,3
2433,5,13,32,1
2433,13,39,19,1
2433,14,50,25,1
2433,15,9,41,3
2433,12,30,16,1
2433,1,1,6,1
1648,2,9,42,3
1648,0,35,48,0
1648,11,15,31,2
1648,7,29,1,1
1648,9,37,28,0
1648,10,1,10,1
1648,8,33,18,2
1648,6,28,7,2
1648,4,11,36,3
1648,3,9,13,1
1648,5,22,15,1
1648,1,5,37,2
416,2,1,10,3
416,0,29,49,0
416,11,50,23,2
416,7,28,5,5
416,9,30,1,4
416,10,31,12,3
416,8,26,22,2
416,6,25,14,2
416,4,12,36,4
416,3,8,50,3
416,5,15,30,4
416,12,9,46,1
416,1,1,5,3
682,2,8,12,2
682,0,26,49,0
682,11,12,35,2
682,7,27,11,1
682,9,32,10,1
682,10,48,21,2
682,8,30,1,1
682,6,24,3,1
682,4,18,23,2
682,3,14,30,3
682,5,23,24,2
682,12,50,29,1
682,1,1,6,2
1795,2,8,46,2
1795,0,29,44,0
1795,7,29,7,1
1795,9,49,22,4
1795,10,50,26,4
1795,8,32,17,1
1795,6,23,17,2
1795,4,14,30,2
1795,3,9,40,3
1795,5,17,23,3
1795,1,1,5,3
10,18,50,35,0
10,2,1,46,1
10,0,1,3,0
10,16,39,1,0
10,11,25,14,2
10,7,17,40,1
10,9,20,18,2
10,10,21,11,2
10,17,39,19,1
10,8,18,50,0
10,6,15,17,2
10,4,10,38,1
10,3,8,46,1
10,5,18,27,3
10,13,27,24,2
10,14,30,1,1
10,15,32,4,1
10,12,27,2,1
10,1,1,50,1
294,2,2,10,1
294,0,36,48,0
294,11,50,30,1
294,7,27,19,2
294,9,49,22,1
294,10,50,29,2
294,8,37,19,1
294,6,15,46,3
294,4,10,39,3
294,3,8,50,5
294,5,14,50,4
294,12,11,35,2
294,1,1,50,5
1426,2,5,37,3
1426,0,36,48,0
1426,16,1,4,2
1426,11,17,18,0
1426,7,12,47,3
1426,9,16,25,1
1426,10,16,31,2
1426,8,13,34,2
1426,6,10,42,2
1426,4,8,50,2
1426,3,6,10,1
1426,5,9,32,2
1426,13,29,7,1
1426,14,39,18,2
1426,15,47,21,1
1426,12,17,39,2
1426,1,3,43,2
606,2,7,47,1
606,0,1,3,0
606,11,31,6,2
606,7,25,13,6
606,9,27,19,5
606,10,29,1,1
606,8,28,2,1
606,6,25,7,2
606,4,11,36,4
606,3,9,50,1
606,5,20,19,6
606,13,40,18,1
606,12,33,18,3
606,1,6,38,4
642,18,28,5,1
642,2,4,46,3
642,0,48,4,0
642,16,33,50,0
642,11,15,50,2
642,7,7,8,2
642,9,9,50,3
642,10,10,12,0
642,17,24,13,2
642,8,8,44,3
642,6,6,38,1
642,4,5,26,0
642,3,7,50,3
642,5,5,50,3
642,13,18,23,2
642,14,22,17,3
642,15,32,26,0
642,12,18,16,3
642,1,1,11,2
162,18,50,29,3
162,2,1,50,3
162,0,1,1,0
162,16,46,29,2
162,11,28,10,1
162,21,50,21,4
162,7,13,50,4
162,9,16,44,1
162,10,19,18,1
162,19,50,1,0
162,17,50,23,4
162,8,16,48,1
162,6,12,41,2
162,4,3,50,4
162,3,3,40,2
162,5,8,49,4
162,20,50,26,4
162,13,32,41,0
162,14,37,1,0
162,15,43,19,2
162,12,32,1,0
162,1,1,46,3
2306,7,50,31,1
2306,4,26,22,3
2306,2,19,17,6
2306,3,25,14,3
2306,0,1,3,0
2306,5,31,1,1
2306,8,10,50,4
2306,6,38,19,3
2306,1,9,43,5
881,2,8,44,4
881,0,28,49,0
881,7,50,23,4
881,9,32,1,2
881,8,10,40,4
881,6,29,4,2
881,4,28,13,2
881,3,15,30,3
881,5,27,21,2
881,1,1,10,1
1510,2,3,48,3
1510,0,34,49,0
1510,11,21,17,1
1510,7,14,39,3
1510,9,20,32,1
1510,10,23,24,2
1510,8,15,19,1
1510,6,13,28,2
1510,4,8,48,3
1510,3,3,11,0
1510,5,12,33,2
1510,1,1,3,1
240,7,30,1,1
240,4,45,20,3
240,2,14,32,5
240,3,30,17,1
240,0,1,47,0
240,5,46,24,3
240,6,50,24,3
240,1,1,10,3
974,2,12,15,1
974,0,30,44,0
974,16,10,41,2
974,11,34,10,1
974,7,28,8,3
974,9,31,1,1
974,10,35,19,4
974,8,28,22,2
974,6,25,13,4
974,4,14,10,1
974,3,12,33,3
974,5,20,14,2
974,13,50,29,1
974,14,6,50,2
974,15,9,50,2
974,12,37,23,4
974,1,1,23,0
917,7,44,19,4
917,4,22,16,3
917,2,7,50,1
917,3,14,15,1
917,0,1,31,0
917,5,26,10,3
917,6,38,19,5
917,1,1,4,2
966,2,8,13,0
966,0,30,44,0
966,16,50,1,0
966,11,36,16,3
966,7,28,7,1
966,9,30,22,3
966,10,32,18,4
966,8,29,14,3
966,6,23,20,3
966,4,14,1,0
966,3,10,39,3
966,5,16,27,2
966,13,41,24,2
966,14,45,20,2
966,15,49,26,2
966,12,38,21,3
966,1,1,39,0
980,2,9,50,2
980,0,29,49,0
980,11,7,49,2
980,7,30,1,3
980,9,34,1,3
980,10,49,22,3
980,8,30,18,4
980,6,29,10,1
980,4,18,28,4
980,3,14,30,2
980,5,24,24,5
980,1,2,10,1
1959,2,8,47,4
1959,0,34,39,0
1959,11,48,24,5
1959,7,24,14,3
1959,9,43,20,5
1959,10,38,15,5
1959,8,25,19,3
1959,6,18,27,3
1959,4,13,44,3
1959,3,9,12,2
1959,5,14,30,3
1959,13,7,50,4
1959,12,50,25,4
1959,1,3,10,2
261,7,43,20,3
261,4,25,21,6
261,2,20,21,4
261,3,28,6,1
261,0,1,33,0
261,5,31,18,5
261,8,17,17,5
261,6,36,19,4
261,1,9,13,3
1102,2,5,45,1
1102,0,30,48,0
1102,11,39,20,1
1102,7,25,12,2
1102,9,31,6,2
1102,10,31,22,1
1102,8,25,22,1
1102,6,22,7,2
1102,4,12,38,2
1102,3,6,1,0
1102,5,21,23,3
1102,13,49,23,2
1102,12,46,19,2
1102,1,13,30,3
2103,2,10,28,2
2103,0,29,44,0
2103,11,42,20,2
2103,7,19,26,2
2103,9,50,23,2
2103,10,1,10,1
2103,8,21,17,2
2103,6,15,30,2
2103,4,11,14,2
2103,3,10,50,2
2103,5,14,18,3
2103,1,9,46,1
514,2,5,11,1
514,0,28,46,0
514,11,32,18,2
514,7,20,16,3
514,9,28,19,3
514,10,29,2,1
514,8,24,22,3
514,6,16,26,2
514,4,14,32,3
514,3,8,44,2
514,5,16,21,3
514,1,2,9,1
5,2,5,50,2
5,0,38,47,0
5,16,30,18,2
5,11,18,30,2
5,7,10,50,2
5,9,16,44,2
5,10,18,23,1
5,17,1,5,2
5,8,13,32,2
5,6,9,46,3
5,4,6,50,2
5,3,9,42,4
5,5,9,36,4
5,13,20,13,1
5,14,21,18,1
5,15,25,22,3
5,12,18,37,2
5,1,1,2,2
1512,2,9,44,3
1512,0,29,49,0
1512,7,25,22,3
1512,9,1,3,1
1512,8,47,21,1
1512,6,23,3,0
1512,4,19,23,3
1512,3,17,19,3
1512,5,23,15,3
1512,1,3,45,3
2414,18,39,14,1
2414,2,2,4,2
2414,0,27,48,0
2414,16,35,16,1
2414,11,24,1,2
2414,21,1,7,2
2414,7,14,20,2
2414,9,21,5,1
2414,10,23,1,2
2414,19,43,19,1
2414,17,37,10,0
2414,8,21,17,1
2414,6,13,15,1
2414,4,7,47,1
2414,3,5,14,2
2414,5,7,39,0
2414,20,45,26,1
2414,13,30,18,1
2414,14,32,1,3
2414,15,35,1,3
2414,12,30,4,2
2414,1,1,10,2
1146,7,29,24,5
1146,4,17,24,3
1146,2,8,49,1
1146,3,17,16,2
1146,0,29,49,0
1146,5,22,17,4
1146,8,40,19,2
1146,6,30,18,5
1146,1,1,2,1
840,2,3,10,2
840,0,29,49,0
840,11,29,2,1
840,7,22,17,5
840,9,28,19,5
840,10,10,38,2
840,8,24,24,4
840,6,19,22,2
840,4,8,47,1
840,3,7,12,2
840,5,14,32,2
840,1,1,12,2
1358,2,8,50,2
1358,0,1,15,0
1358,7,27,28,1
1358,9,50,24,1
1358,10,31,1,1
1358,8,28,18,3
1358,6,23,24,6
1358,4,18,28,3
1358,3,11,36,3
1358,5,21,19,4
1358,1,8,42,2
2114,2,3,15,1
2114,0,28,45,0
2114,11,22,6,2
2114,7,14,1,0
2114,9,15,28,1
2114,10,22,15,3
2114,8,17,22,2
2114,6,12,30,1
2114,4,8,26,1
2114,3,7,50,2
2114,5,9,13,1
2114,13,29,9,2
2114,14,47,20,1
2114,15,32,1,1
2114,12,22,24,2
2114,1,1,20,0
2207,18,50,25,3
2207,2,7,50,2
2207,0,32,48,0
2207,16,50,21,3
2207,11,34,24,3
2207,7,24,16,4
2207,9,34,1,2
2207,10,32,18,3
2207,19,27,20,4
2207,17,50,25,3
2207,8,28,25,4
2207,6,20,22,4
2207,4,14,17,3
2207,3,11,5,0
2207,5,12,50,2
2207,13,37,21,3
2207,14,44,20,2
2207,15,46,26,3
2207,12,35,13,2
2207,1,1,50,2
41,2,9,50,1
41,0,30,47,0
41,7,32,16,2
41,9,4,11,1
41,8,44,20,4
41,6,32,10,4
41,4,28,7,4
41,3,17,24,1
41,5,27,17,2
41,1,11,39,1
15,2,2,50,1
15,0,35,47,0
15,16,33,1,1
15,11,44,20,2
15,7,15,45,3
15,9,25,23,1
15,10,36,1,1
15,8,20,28,1
15,6,9,40,3
15,4,8,47,4
15,3,8,50,1
15,5,9,34,3
15,13,50,28,1
15,14,1,5,1
15,15,24,13,1
15,12,50,24,3
15,1,1,42,0
1230,2,6,50,1
1230,0,32,48,0
1230,11,35,19,3
1230,7,28,18,6
1230,9,32,5,1
1230,10,34,13,4
1230,8,31,25,2
1230,6,25,10,3
1230,4,20,30,1
1230,3,14,29,1
1230,5,22,18,6
1230,13,48,21,3
1230,12,42,18,3
1230,1,1,3,2
461,2,14,4,0
461,0,1,49,0
461,11,50,9,0
461,7,31,12,1
461,9,40,6,0
461,10,45,1,0
461,8,36,5,0
461,6,28,21,0
461,4,26,1,1
461,3,19,35,2
461,5,29,3,1
461,1,14,30,2
148,2,1,10,3
148,0,30,47,0
148,7,27,19,1
148,9,50,19,2
148,10,6,11,2
148,8,50,24,2
148,6,15,30,1
148,4,9,48,3
148,3,1,50,2
148,5,8,50,3
148,1,1,2,1
1097,2,9,42,2
1097,0,31,42,0
1097,11,7,50,1
1097,7,30,1,3
1097,9,28,12,2
1097,10,41,18,1
1097,8,27,18,3
1097,6,25,23,5
1097,4,17,16,2
1097,3,9,12,3
1097,5,18,24,5
1097,12,12,34,3
1097,1,3,11,2
1817,18,50,24,2
1817,2,5,44,2
1817,0,29,45,0
1817,16,50,22,2
1817,11,26,25,3
1817,7,14,15,3
1817,9,18,1,0
1817,10,28,4,2
1817,17,50,26,2
1817,8,20,21,4
1817,6,13,32,1
1817,4,9,43,1
1817,3,8,14,2
1817,5,9,50,2
1817,13,32,14,2
1817,14,35,16,0
1817,15,49,22,1
1817,12,27,18,2
1817,1,1,28,0
1991,18,42,19,4
1991,2,1,50,6
1991,0,32,44,0
1991,16,37,18,4
1991,11,32,1,1
1991,21,50,24,2
1991,7,14,29,1
1991,9,23,12,4
1991,10,22,19,4
1991,19,43,1,0
1991,17,38,24,4
1991,8,13,50,6
1991,6,12,14,3
1991,4,6,18,1
1991,3,7,50,6
1991,5,7,12,1
1991,20,49,27,2
1991,13,30,23,2
1991,14,34,7,0
1991,15,37,13,4
1991,12,28,19,2
1991,1,1,50,6
776,4,19,23,4
776,2,12,25,2
776,3,17,17,3
776,0,2,1,0
776,5,46,21,2
776,1,12,34,1
1135,18,41,24,2
1135,2,10,39,2
1135,0,38,49,0
1135,16,38,19,2
1135,11,26,1,1
1135,21,50,18,1
1135,7,17,28,3
1135,9,22,21,2
1135,25,18,23,3
1135,10,28,9,1
1135,26,32,1,1
1135,19,43,14,2
1135,17,39,12,2
1135,8,21,26,3
1135,22,50,23,1
1135,6,16,18,1
1135,24,50,28,1
1135,4,12,6,0
1135,3,9,35,2
1135,5,12,22,3
1135,20,46,1,0
1135,23,50,30,1
1135,13,31,22,1
1135,14,37,1,1
1135,15,37,6,0
1135,12,31,29,0
1135,1,1,40,0
957,2,9,50,4
957,0,30,40,0
957,7,48,22,4
957,9,18,23,3
957,8,11,15,1
957,6,30,17,1
957,4,22,17,4
957,3,9,50,4
957,5,29,4,1
957,1,9,40,6
1324,18,45,19,2
1324,2,1,9,1
1324,0,28,49,0
1324,16,33,4,2
1324,11,29,7,2
1324,7,16,21,4
1324,9,20,19,3
1324,10,22,5,2
1324,19,46,27,2
1324,17,35,17,1
1324,8,16,29,1
1324,6,15,16,4
1324,4,10,40,2
1324,3,4,20,1
1324,5,11,13,3
1324,20,49,22,2
1324,13,26,15,3
1324,14,28,22,0
1324,15,31,18,0
1324,12,26,1,0
1324,1,1,9,1
586,2,2,4,0
586,0,35,44,0
586,11,37,23,1
586,7,17,15,1
586,9,21,25,1
586,10,36,18,1
586,8,19,21,1
586,6,14,50,5
586,4,8,49,6
586,3,8,50,6
586,5,11,34,1
586,12,9,44,3
586,1,1,50,3
66,2,11,34,3
66,0,32,49,0
66,16,50,31,2
66,11,39,19,2
66,7,23,18,3
66,9,27,19,3
66,10,33,19,3
66,8,27,14,3
66,6,15,28,3
66,4,11,14,1
66,3,9,42,1
66,5,13,42,1
66,13,44,20,2
66,14,50,26,3
66,15,30,1,1
66,12,42,15,2
66,1,1,5,2
1488,2,11,14,2
1488,0,45,47,0
1488,11,44,6,0
1488,7,22,50,0
1488,9,38,1,1
1488,10,46,20,2
1488,8,30,4,3
1488,6,23,1,3
1488,4,17,25,2
1488,3,14,31,2
1488,5,18,15,2
1488,13,9,43,1
1488,12,50,27,3
1488,1,4,12,2
573,2,6,41,2
573,0,30,45,0
573,11,29,5,2
573,7,15,31,2
573,9,17,26,2
573,10,24,8,2
573,8,16,16,2
573,6,12,9,2
573,4,9,50,2
573,3,10,15,2
573,5,10,40,2
573,13,50,29,2
573,14,50,26,3
573,15,8,46,3
573,12,40,18,3
573,1,1,5,1
1410,2,7,11,2
1410,0,27,47,0
1410,11,50,23,1
1410,7,29,3,4
1410,9,31,18,4
1410,10,38,17,1
1410,8,27,9,4
1410,6,24,23,9
1410,4,23,16,3
1410,3,18,27,8
1410,5,24,5,4
1410,13,10,14,2
1410,12,7,50,1
1410,1,1,2,1
1460,2,10,50,1
1460,0,37,46,0
1460,7,26,22,4
1460,9,39,19,2
1460,10,50,23,1
1460,8,28,10,2
1460,6,21,31,3
1460,4,20,17,3
1460,3,16,28,3
1460,5,21,24,6
1460,1,1,11,1
512,2,15,29,4
512,0,30,45,0
512,11,9,50,1
512,7,32,1,2
512,9,44,24,1
512,10,1,6,1
512,8,43,19,1
512,6,29,3,1
512,4,26,19,2
512,3,25,1,1
512,5,29,7,1
512,1,12,35,3
1158,2,8,45,2
1158,0,29,49,0
1158,11,37,18,2
1158,7,21,17,7
1158,9,27,12,5
1158,10,30,17,3
1158,8,24,25,5
1158,6,17,25,5
1158,4,10,37,1
1158,3,10,17,2
1158,5,15,16,4
1158,12,47,21,1
1158,1,1,9,1
2325,2,8,33,4
2325,0,16,2,0
2325,16,50,25,2
2325,11,20,35,3
2325,7,14,39,2
2325,9,15,35,4
2325,10,20,25,4
2325,8,14,30,4
2325,6,12,23,2
2325,4,8,50,1
2325,3,8,43,2
2325,5,10,38,3
2325,13,28,18,1
2325,14,41,18,2
2325,15,41,32,0
2325,12,27,23,2
2325,1,3,19,0
95,2,11,15,1
95,0,28,48,0
95,11,20,20,4
95,7,28,24,3
95,9,29,19,4
95,10,10,38,2
95,8,30,13,4
95,6,27,8,2
95,4,23,12,4
95,3,22,24,4
95,5,24,18,5
95,12,31,1,1
95,1,8,45,3
236,2,1,10,2
236,0,28,1,0
236,11,19,31,2
236,7,13,31,3
236,9,20,23,2
236,10,19,27,4
236,8,15,16,2
236,6,11,34,3
236,4,8,9,2
236,3,4,34,1
236,5,10,15,1
236,13,32,22,1
236,14,45,21,1
236,12,26,21,1
236,1,1,12,2
1503,2,12,32,3
1503,0,38,43,0
1503,11,33,1,1
1503,7,40,14,1
1503,9,50,26,2
1503,10,18,28,3
1503,8,50,22,2
1503,6,37,19,1
1503,4,17,40,1
1503,3,8,50,1
1503,5,18,33,3
1503,1,3,10,1
90,2,27,12,1
90,3,38,19,4
90,0,1,10,0
90,1,13,33,5
111,2,8,45,2
111,0,33,46,0
111,7,20,18,2
111,9,39,18,1
111,10,50,24,1
111,8,31,1,3
111,6,19,27,1
111,4,13,43,3
111,3,11,36,4
111,5,18,22,2
111,1,1,7,1
844,2,2,10,2
844,0,28,39,0
844,7,40,18,2
844,9,9,50,2
844,10,33,1,1
844,8,46,20,2
844,6,26,18,4
844,4,20,5,0
844,3,8,47,1
844,5,21,19,4
844,1,1,4,2
1527,2,1,6,2
1527,0,29,47,0
1527,16,50,25,2
1527,11,40,24,3
1527,7,29,18,2
1527,9,36,18,4
1527,10,40,11,0
1527,17,28,3,1
1527,8,34,15,3
1527,6,28,12,2
1527,4,10,41,2
1527,3,9,50,1
1527,5,17,24,1
1527,13,43,19,3
1527,14,46,24,4
1527,15,50,19,2
1527,12,41,28,0
1527,1,1,2,2
14,2,10,40,2
14,0,1,10,0
14,11,45,20,3
14,7,28,9,2
14,9,34,18,3
14,10,39,19,5
14,8,32,3,1
14,6,28,2,1
14,4,22,15,3
14,3,16,29,2
14,5,23,24,5
14,12,7,50,3
14,1,8,48,4
933,2,9,40,2
933,0,30,47,0
933,11,50,22,2
933,7,30,3,1
933,9,37,19,3
933,10,44,20,3
933,8,30,12,2
933,6,29,18,2
933,4,17,25,1
933,3,12,15,1
933,5,26,23,1
933,12,31,1,1
933,1,5,14,1
1598,2,7,11,1
1598,0,28,47,0
1598,11,47,21,4
1598,7,16,28,8
1598,9,31,17,1
1598,10,43,19,3
1598,8,24,23,4
1598,6,12,34,5
1598,4,8,50,2
1598,3,8,48,2
1598,5,9,39,2
1598,13,32,1,1
1598,14,50,30,3
1598,12,50,26,5
1598,1,1,4,1
396,2,9,13,1
396,0,30,49,0
396,16,49,22,1
396,11,27,6,1
396,7,22,17,3
396,9,25,25,2
396,10,26,18,3
396,8,22,11,4
396,6,17,28,4
396,4,12,34,4
396,3,10,50,1
396,5,15,12,3
396,13,28,12,4
396,14,31,8,1
396,15,32,27,0
396,12,28,1,1
396,1,7,50,1
2210,2,13,43,2
2210,0,3,3,0
2210,7,27,1,1
2210,9,32,25,3
2210,8,29,18,4
2210,6,26,25,4
2210,4,22,19,3
2210,3,18,22,1
2210,5,27,8,3
2210,1,6,46,2
2229,2,3,5,2
2229,0,28,49,0
2229,11,50,24,3
2229,7,26,18,4
2229,9,31,17,4
2229,10,41,18,1
2229,8,28,1,1
2229,6,28,8,1
2229,4,16,31,2
2229,3,8,47,1
2229,5,25,23,3
2229,13,32,1,1
2229,12,10,38,2
2229,1,1,7,2
256,18,43,15,3
256,2,1,50,1
256,0,7,23,0
256,16,40,19,3
256,11,29,23,1
256,21,49,1,0
256,7,15,1,0
256,9,29,5,1
256,25,50,1,0
256,10,28,13,2
256,26,50,26,2
256,19,44,1,0
256,17,37,48,0
256,8,16,44,0
256,22,50,23,2
256,6,11,50,1
256,24,50,39,0
256,4,2,46,1
256,3,2,3,0
256,5,10,45,1
256,20,45,30,1
256,23,50,16,2
256,13,31,20,2
256,14,33,7,1
256,15,34,38,0
256,12,30,16,1
256,1,1,8,0
1505,2,7,50,3
1505,0,30,43,0
1505,11,50,26,4
1505,7,23,6,1
1505,9,24,18,5
1505,10,24,24,4
1505,8,24,11,1
1505,6,18,23,4
1505,4,11,50,3
1505,3,8,45,2
1505,5,14,31,2
1505,13,50,23,4
1505,12,9,50,3
1505,1,1,4,1
1136,18,32,19,1
1136,2,1,8,1
1136,0,1,45,0
1136,16,32,2,3
1136,11,18,22,2
1136,21,43,27,0
1136,7,12,15,0
1136,9,16,26,2
1136,25,50,3,0
1136,10,18,34,1
1136,26,50,8,0
1136,19,33,27,0
1136,17,29,16,0
1136,8,13,23,2
1136,22,43,15,2
1136,6,4,10,1
1136,24,47,7,0
1136,4,3,5,1
1136,3,1,13,1
1136,5,2,19,0
1136,20,38,19,2
1136,23,43,50,0
1136,13,23,8,1
1136,14,25,4,3
1136,27,50,1,0
1136,15,25,20,1
1136,12,20,27,2
1136,1,1,12,1
1201,7,50,30,2
1201,4,26,23,2
1201,2,11,41,1
1201,3,18,27,3
1201,0,1,3,0
1201,5,29,1,1
1201,6,49,23,3
1201,1,6,32,0
2076,2,7,49,3
2076,0,32,47,0
2076,11,50,22,1
2076,7,25,12,3
2076,9,29,17,1
2076,10,35,19,2
2076,8,28,6,1
2076,6,21,21,3
2076,4,14,32,2
2076,3,10,14,1
2076,5,18,32,2
2076,1,1,5,1
1712,2,5,18,3
1712,0,35,40,0
1712,16,20,19,4
1712,11,35,19,1
1712,7,18,13,4
1712,9,24,23,3
1712,10,27,19,3
1712,17,33,1,1
1712,8,19,25,2
1712,6,14,50,4
1712,4,8,50,4
1712,3,7,11,3
1712,5,12,15,4
1712,13,43,20,1
1712,14,50,23,3
1712,15,50,27,3
1712,12,43,15,1
1712,1,1,8,2
1017,2,10,13,1
1017,0,30,45,0
1017,11,31,1,2
1017,7,20,18,2
1017,9,31,4,2
1017,10,30,18,2
1017,8,28,9,1
1017,6,16,26,3
1017,4,10,50,4
1017,3,9,41,5
1017,5,13,32,3
1017,13,49,22,2
1017,12,44,20,2
1017,1,4,40,4
1924,2,1,5,2
1924,0,36,44,0
1924,16,49,26,3
1924,11,27,2,1
1924,7,16,41,2
1924,9,17,28,1
1924,10,29,1,1
1924,17,50,26,2
1924,8,17,24,1
1924,6,10,39,2
1924,4,5,39,2
1924,3,5,10,1
1924,5,8,50,0
1924,13,33,17,2
1924,14,36,1,1
1924,15,40,19,3
1924,12,31,5,0
1924,1,1,6,2
1141,2,6,36,5
1141,0,29,46,0
1141,11,30,1,1
1141,7,20,25,1
1141,9,27,3,1
1141,10,26,11,1
1141,8,23,23,1
1141,6,20,20,1
1141,4,10,40,7
1141,3,8,46,7
1141,5,15,21,1
1141,13,49,21,2
1141,14,50,26,3
1141,15,50,29,3
1141,12,36,19,2
1141,1,1,10,2
592,2,5,38,4
592,0,29,47,0
592,11,50,24,1
592,7,15,28,2
592,9,24,23,5
592,10,31,18,3
592,8,20,17,4
592,6,11,36,5
592,4,9,45,5
592,3,6,12,3
592,5,9,50,6
592,13,28,5,1
592,12,10,14,3
592,1,1,5,5
973,18,33,1,1
973,2,10,40,3
973,0,43,47,0
973,16,1,3,1
973,11,35,24,2
973,7,22,17,2
973,9,30,12,2
973,10,31,17,2
973,17,28,9,1
973,8,21,43,0
973,6,18,11,2
973,4,12,35,3
973,3,11,14,2
973,5,17,34,2
973,13,41,13,1
973,14,41,19,1
973,15,50,28,2
973,12,37,21,2
973,1,6,34,3
1052,2,9,50,2
1052,0,30,45,0
1052,7,25,18,7
1052,9,39,19,2
1052,10,32,1,1
1052,8,30,18,3
1052,6,24,12,5
1052,4,19,20,6
1052,3,9,41,4
1052,5,21,25,4
1052,1,5,11,3
1418,2,4,50,2
1418,0,31,46,0
1418,11,41,19,1
1418,7,16,26,2
1418,9,22,27,2
1418,10,27,7,3
1418,8,22,17,2
1418,6,8,50,2
1418,4,8,47,4
1418,3,5,11,2
1418,5,9,41,2
1418,12,15,32,2
1418,1,1,5,4
655,2,13,15,1
655,0,27,48,0
655,11,50,25,4
655,7,38,18,2
655,9,47,21,5
655,10,50,20,4
655,8,42,19,2
655,6,27,18,5
655,4,19,13,2
655,3,16,27,3
655,5,25,12,5
655,13,31,18,5
655,12,7,50,1
655,1,6,11,2
1876,18,43,25,2
1876,2,1,1,1
1876,0,42,47,0
1876,16,41,14,2
1876,11,21,46,0
1876,7,14,16,1
1876,9,21,17,2
1876,10,21,25,2
1876,19,1,2,1
1876,17,42,20,2
1876,8,16,24,3
1876,6,10,11,0
1876,4,6,23,0
1876,3,6,8,1
1876,5,7,50,2
1876,13,26,21,3
1876,14,27,15,2
1876,15,28,30,0
1876,12,22,11,1
1876,1,1,11,1
565,2,15,20,3
565,0,27,42,0
565,11,1,11,1
565,7,49,22,4
565,9,50,22,4
565,10,50,27,4
565,8,50,19,3
565,6,35,19,3
565,4,22,10,2
565,3,19,16,2
565,5,27,19,3
565,12,18,24,2
565,1,8,50,2
1199,2,12,50,0
1199,0,40,49,0
1199,11,50,27,2
1199,7,25,23,3
1199,9,36,19,1
1199,10,50,22,1
1199,8,27,30,1
1199,6,21,18,2
1199,4,17,27,3
1199,3,14,39,3
1199,5,19,9,0
1199,13,50,29,2
1199,14,50,11,0
1199,15,50,23,2
1199,12,50,1,0
1199,1,9,41,3
620,2,16,17,5
620,0,1,1,0
620,11,32,1,1
620,7,46,23,4
620,9,50,25,4
620,10,19,21,7
620,8,50,22,4
620,6,44,20,2
620,4,22,18,6
620,3,19,26,5
620,5,31,18,3
620,1,8,48,2
763,2,8,50,2
763,0,35,44,0
763,11,46,21,1
763,7,20,25,7
763,9,37,18,1
763,10,45,26,1
763,8,22,17,4
763,6,16,28,4
763,4,13,46,3
763,3,13,38,1
763,5,15,15,5
763,13,50,30,1
763,12,50,30,1
763,1,9,40,1
1873,2,8,50,3
1873,0,29,46,0
1873,11,45,20,1
1873,7,15,31,3
1873,9,28,18,2
1873,10,36,19,1
1873,8,22,17,2
1873,6,16,26,3
1873,4,10,13,3
1873,3,9,46,2
1873,5,10,34,2
1873,12,23,13,2
1873,1,4,13,3
2045,7,49,20,1
2045,4,16,29,3
2045,2,8,50,2
2045,3,13,39,0
2045,0,32,49,0
2045,5,22,17,1
2045,6,41,19,1
2045,1,2,10,1
1240,2,16,29,2
1240,0,1,45,0
1240,7,37,11,0
1240,9,45,19,2
1240,8,39,19,2
1240,6,24,30,1
1240,4,20,21,3
